"Game Title","User Rating","Age Group Targeted",Price,Platform,"Requires Special Device",Developer,Publisher,"Release Year",Genre,Multiplayer,"Game Length (Hours)","Graphics Quality","Soundtrack Quality","Story Quality","User Review Text","Game Mode","Min Number of Players"
"Halo Infinite",27.7,Kids,39.58,PC,No,Valve,"Epic Games",2010,Action,No,25.9,Low,Poor,Good,"Great game, but the graphics could be better.",Offline,1
"Tomb Raider (2013)",29.4,"All Ages",36.36,"Nintendo Switch",No,Valve,Activision,2013,Strategy,Yes,39.2,High,Average,Poor,"Amazing game, but the graphics could be better.",Online,8
"The Witcher 3: Wild Hunt",32.6,Teens,32.36,"Nintendo Switch",Yes,"Epic Games","Epic Games",2020,Puzzle,Yes,59.2,Low,Good,Poor,"Great game, but the gameplay is amazing.",Offline,4
"Animal Crossing: New Horizons",25.7,Kids,47.49,"Nintendo Switch",Yes,"EA Sports",Capcom,2021,Fighting,No,6.5,High,Good,Average,"Disappointing game, but the gameplay is amazing.",Offline,2
"1000-Piece Puzzle",36.3,Kids,36.83,Xbox,Yes,Capcom,"Epic Games",2011,RPG,No,56.2,Ultra,Excellent,Good,"Solid game, but too many bugs.",Online,1
"FIFA 24",29,"All Ages",52.19,PlayStation,No,"Game Freak","Epic Games",2015,Strategy,No,8.8,High,Excellent,Average,"Solid game, but the gameplay is amazing.",Online,10
"The Witcher 3: Wild Hunt",18.7,Teens,26.85,Mobile,Yes,"Rockstar Games","Electronic Arts",2020,Action,No,23.2,Medium,Poor,Poor,"Solid game, but the graphics could be better.",Offline,8
"Mario Kart 8 Deluxe",17.3,Teens,28.61,Mobile,No,Innersloth,"Take-Two Interactive",2015,Adventure,Yes,11.6,High,Average,Average,"Solid game, but too many bugs.",Online,6
"Hitman 3",17.8,"All Ages",20.01,PlayStation,No,Valve,"Epic Games",2023,Party,Yes,27.9,Medium,Poor,Average,"Disappointing game, but too many bugs.",Online,3
Minecraft,30.4,Teens,30.31,PC,Yes,Innersloth,Nintendo,2012,Party,No,45.8,Medium,Good,Poor,"Solid game, but the graphics could be better.",Online,10
"Fall Guys",32.6,Kids,36.34,Xbox,Yes,"Rockstar Games",Innersloth,2018,Action,No,51.7,High,Good,Good,"Disappointing game, but the graphics could be better.",Online,1
"Super Mario Odyssey",31.4,Teens,48.81,PC,No,"Rockstar Games",Nintendo,2016,Party,No,21.2,Ultra,Good,Excellent,"Amazing game, but too many bugs.",Online,6
"Fall Guys",38.8,Adults,50.98,PlayStation,Yes,Bungie,Innersloth,2019,Party,Yes,44.3,Low,Poor,Good,"Great game, but the graphics could be better.",Offline,10
"Super Smash Bros. Ultimate",35.8,"All Ages",41.43,Mobile,Yes,Bungie,Capcom,2023,Action,No,50,Ultra,Poor,Good,"Solid game, but the graphics could be better.",Online,1
"1000-Piece Puzzle",34.3,"All Ages",50.54,Mobile,No,Innersloth,"Epic Games",2020,Strategy,Yes,32.5,Medium,Excellent,Average,"Solid game, but the graphics could be better.",Offline,5
"Sid Meierâ€™s Civilization VI",27.5,"All Ages",26.22,PC,Yes,"Game Freak",Nintendo,2015,Strategy,No,51,High,Good,Poor,"Solid game, but the gameplay is amazing.",Offline,8
"Overwatch 2",26.5,Adults,44.87,PlayStation,Yes,Innersloth,Valve,2020,Action,No,16.7,Ultra,Good,Good,"Disappointing game, but the graphics could be better.",Online,2
"1000-Piece Puzzle",15.8,Adults,25.27,"Nintendo Switch",No,"EA Sports","Take-Two Interactive",2012,Sports,Yes,15.6,High,Poor,Poor,"Amazing game, but the gameplay is amazing.",Offline,7
"Sid Meierâ€™s Civilization VI",27.9,Teens,29.48,Mobile,No,Valve,Valve,2022,Puzzle,Yes,42.8,Low,Good,Poor,"Great game, but the graphics could be better.",Offline,3
"FIFA 24",20.2,Teens,26.72,PlayStation,Yes,Valve,Activision,2021,Puzzle,Yes,24.4,Ultra,Good,Poor,"Great game, but the graphics could be better.",Offline,2
"Overwatch 2",26.4,Kids,20.83,PC,Yes,"Game Freak",Valve,2010,Adventure,No,49.2,Ultra,Poor,Excellent,"Solid game, but the graphics could be better.",Offline,3
"Portal 2",25.9,Adults,43.73,Xbox,No,"EA Sports","Take-Two Interactive",2010,Sports,Yes,8.7,Low,Poor,Poor,"Solid game, but the gameplay is amazing.",Online,6
"Sid Meierâ€™s Civilization VI",28.3,Adults,37.07,PC,No,Innersloth,Activision,2018,Puzzle,No,27.5,Medium,Poor,Average,"Solid game, but the graphics could be better.",Offline,4
"Portal 2",36.2,Teens,48.13,"Nintendo Switch",No,Nintendo,Nintendo,2023,Action,No,43,High,Poor,Average,"Great game, but too many bugs.",Offline,5
"1000-Piece Puzzle",37.1,Teens,57.64,Xbox,No,Innersloth,Capcom,2022,Adventure,Yes,29,Medium,Excellent,Poor,"Solid game, but the gameplay is amazing.",Offline,7
"Pillars of Eternity II: Deadfire",32.7,"All Ages",52.94,PC,No,Nintendo,"Take-Two Interactive",2020,Shooter,No,15.6,Medium,Poor,Average,"Disappointing game, but too many bugs.",Online,7
"League of Legends",15.1,Teens,23.16,PC,Yes,Bungie,"Square Enix",2019,Simulation,No,5.7,Low,Good,Good,"Amazing game, but the gameplay is amazing.",Online,5
"PokÃ©mon Scarlet & Violet",27.1,Kids,45.57,Xbox,Yes,Nintendo,"Electronic Arts",2013,Puzzle,Yes,17.1,Ultra,Average,Average,"Disappointing game, but too many bugs.",Offline,6
"Tomb Raider (2013)",13,Adults,26.4,PlayStation,No,"Epic Games",Capcom,2012,RPG,No,5.5,Low,Poor,Average,"Amazing game, but the gameplay is amazing.",Online,2
"Tekken 7",28.8,Adults,32.31,Xbox,No,Bungie,"Square Enix",2020,RPG,Yes,48.7,Medium,Poor,Average,"Solid game, but too many bugs.",Online,8
"Halo Infinite",17.2,Teens,24.24,Mobile,Yes,Innersloth,Capcom,2013,Simulation,Yes,18.6,High,Excellent,Average,"Great game, but the graphics could be better.",Online,5
"Rocket League",30.9,Teens,28.78,PC,No,Innersloth,"Epic Games",2015,Strategy,Yes,58.7,Low,Excellent,Excellent,"Amazing game, but the graphics could be better.",Offline,6
"Halo Infinite",27.9,"All Ages",24.07,"Nintendo Switch",Yes,"Rockstar Games","Take-Two Interactive",2016,Sports,Yes,46.8,Ultra,Good,Average,"Disappointing game, but the gameplay is amazing.",Offline,6
"The Sims 4",30,Kids,50.41,Xbox,No,"Epic Games",Nintendo,2020,Puzzle,No,11.8,Ultra,Average,Good,"Great game, but the graphics could be better.",Online,4
"Super Mario Odyssey",29.2,Adults,33.11,Mobile,No,Nintendo,"Square Enix",2020,RPG,No,46.8,Low,Excellent,Poor,"Great game, but too many bugs.",Offline,10
"Kingdom Hearts III",16.9,Teens,32.36,PlayStation,Yes,Bungie,"Square Enix",2015,Adventure,No,7.1,Ultra,Average,Average,"Disappointing game, but the graphics could be better.",Offline,6
"Halo Infinite",40,Kids,57.33,PC,Yes,Capcom,Innersloth,2021,Simulation,Yes,32.7,Ultra,Excellent,Excellent,"Amazing game, but too many bugs.",Online,7
"The Elder Scrolls V: Skyrim",33.6,Kids,49.41,PlayStation,Yes,Nintendo,"Take-Two Interactive",2021,Simulation,No,25,Medium,Good,Average,"Solid game, but too many bugs.",Offline,8
Minecraft,35.7,"All Ages",44.89,PlayStation,Yes,"Rockstar Games",Nintendo,2020,Fighting,No,44.6,Medium,Poor,Poor,"Disappointing game, but too many bugs.",Offline,3
"Super Mario Odyssey",21.7,Adults,24.17,Xbox,No,Bungie,Activision,2012,Action,Yes,27.2,Low,Average,Good,"Solid game, but too many bugs.",Online,3
"Just Dance 2024",37.5,"All Ages",43.84,PC,Yes,Nintendo,Valve,2022,Shooter,No,51.1,Medium,Poor,Poor,"Disappointing game, but too many bugs.",Online,1
Tetris,29.5,"All Ages",49.84,PC,Yes,"EA Sports","Take-Two Interactive",2014,Action,No,17.5,Low,Average,Excellent,"Solid game, but the gameplay is amazing.",Online,5
"Street Fighter V",37.4,Teens,47.39,Xbox,Yes,Valve,Nintendo,2021,Action,No,47.2,Low,Average,Good,"Solid game, but too many bugs.",Offline,8
"Super Mario Odyssey",33.6,Teens,48.59,PC,No,"EA Sports","Square Enix",2014,Sports,No,24.9,Low,Poor,Poor,"Great game, but the gameplay is amazing.",Online,10
"Red Dead Redemption 2",29.7,"All Ages",20.37,"Nintendo Switch",No,"CD Projekt Red",Innersloth,2012,Strategy,Yes,58.8,Low,Average,Poor,"Disappointing game, but too many bugs.",Offline,5
"The Legend of Zelda: Breath of the Wild",21.8,"All Ages",23.57,Mobile,No,Capcom,"Electronic Arts",2023,Adventure,No,31.9,Medium,Poor,Average,"Solid game, but the graphics could be better.",Online,2
"Halo Infinite",25.7,"All Ages",46.94,PlayStation,No,"Game Freak",Valve,2012,Fighting,No,11,Low,Good,Poor,"Amazing game, but too many bugs.",Offline,6
"Kingdom Hearts III",41,Kids,44.89,Xbox,No,"Game Freak",Activision,2012,Adventure,No,55.4,Low,Good,Excellent,"Solid game, but the gameplay is amazing.",Offline,5
"Grand Theft Auto V",38.2,"All Ages",56.57,Xbox,No,Capcom,Activision,2012,RPG,Yes,34.8,High,Excellent,Average,"Disappointing game, but too many bugs.",Online,1
Hades,24.3,"All Ages",39.05,Mobile,No,"EA Sports",Activision,2023,Action,No,22.5,Medium,Excellent,Poor,"Disappointing game, but too many bugs.",Offline,8
"Super Smash Bros. Ultimate",47.6,Kids,59.65,PlayStation,No,Bungie,"Square Enix",2011,Strategy,No,57.9,Low,Good,Average,"Solid game, but the graphics could be better.",Online,4
Fortnite,33.5,Adults,32.94,Xbox,No,Capcom,Valve,2010,RPG,Yes,58.7,Ultra,Average,Average,"Great game, but the gameplay is amazing.",Online,1
Minecraft,35.5,Adults,49.59,"Nintendo Switch",Yes,"Epic Games",Activision,2023,Adventure,Yes,37,Medium,Excellent,Average,"Solid game, but too many bugs.",Offline,6
"Mario Kart 8 Deluxe",25.6,"All Ages",20.8,PlayStation,Yes,Capcom,"Take-Two Interactive",2022,Adventure,No,45.6,Low,Good,Good,"Disappointing game, but too many bugs.",Online,4
Minecraft,26.7,Teens,33.94,"Nintendo Switch",No,"CD Projekt Red","Electronic Arts",2018,Adventure,Yes,26.6,Ultra,Poor,Poor,"Amazing game, but too many bugs.",Offline,1
"Kingdom Hearts III",39,"All Ages",59.89,Mobile,Yes,"Rockstar Games",Activision,2016,Fighting,Yes,31.7,Medium,Excellent,Poor,"Amazing game, but too many bugs.",Offline,6
"Among Us",36.6,Kids,55.41,"Nintendo Switch",Yes,Innersloth,"Electronic Arts",2014,Sports,No,29.6,Low,Good,Excellent,"Disappointing game, but the graphics could be better.",Online,6
"Just Dance 2024",30.6,Teens,23.86,Xbox,No,Bungie,Innersloth,2012,Sports,Yes,58.3,High,Good,Good,"Great game, but the graphics could be better.",Online,2
"Sid Meierâ€™s Civilization VI",31.7,Kids,36.21,Mobile,Yes,Valve,Nintendo,2021,Adventure,No,51.4,Ultra,Good,Average,"Great game, but the graphics could be better.",Offline,3
Minecraft,23.9,Kids,20.61,PC,No,"Game Freak","Take-Two Interactive",2014,Simulation,Yes,41.8,Ultra,Good,Average,"Amazing game, but the graphics could be better.",Online,3
"Ghost of Tsushima",27.6,Adults,45.68,Xbox,No,"Game Freak",Valve,2011,Strategy,No,14.1,Low,Average,Good,"Disappointing game, but the graphics could be better.",Online,2
"1000-Piece Puzzle",23.4,Adults,41.52,PC,Yes,"Game Freak",Innersloth,2012,RPG,No,7.3,Ultra,Poor,Excellent,"Amazing game, but the gameplay is amazing.",Online,5
"The Legend of Zelda: Breath of the Wild",27.7,Kids,52.08,Mobile,No,Capcom,Innersloth,2013,Simulation,Yes,10.9,Medium,Average,Poor,"Disappointing game, but too many bugs.",Online,5
"FIFA 24",16.6,Adults,21.77,PC,Yes,Innersloth,"Electronic Arts",2010,Sports,No,24,Low,Good,Good,"Amazing game, but the graphics could be better.",Offline,8
"Hitman 3",20.1,Adults,37.53,PC,No,"Game Freak","Take-Two Interactive",2022,Shooter,Yes,7.5,High,Average,Poor,"Disappointing game, but the graphics could be better.",Online,7
"1000-Piece Puzzle",32.2,Teens,32.33,Mobile,No,"CD Projekt Red","Epic Games",2022,Action,No,55.1,Medium,Good,Average,"Amazing game, but the gameplay is amazing.",Offline,3
"Ghost of Tsushima",33.4,Adults,49.12,PlayStation,No,"Epic Games","Electronic Arts",2022,Adventure,Yes,29.7,Ultra,Average,Good,"Amazing game, but too many bugs.",Online,5
"1000-Piece Puzzle",20.4,Teens,21.76,PlayStation,Yes,Innersloth,Capcom,2018,Strategy,No,37.8,Low,Poor,Excellent,"Disappointing game, but too many bugs.",Online,3
"Super Smash Bros. Ultimate",22.9,Teens,31.13,PlayStation,No,"Game Freak","Epic Games",2013,Party,Yes,18,Medium,Poor,Poor,"Amazing game, but too many bugs.",Offline,1
"Bioshock Infinite",33.2,"All Ages",55.93,PC,No,Innersloth,Innersloth,2014,Sports,Yes,14.6,Ultra,Poor,Good,"Great game, but too many bugs.",Offline,2
"The Elder Scrolls V: Skyrim",43.3,Kids,55.41,PlayStation,No,"Game Freak","Epic Games",2016,RPG,No,56.6,Low,Average,Excellent,"Disappointing game, but the graphics could be better.",Offline,5
"Bioshock Infinite",31.5,Adults,55.79,Xbox,No,"EA Sports",Capcom,2015,Fighting,Yes,6.4,Medium,Average,Average,"Great game, but too many bugs.",Online,7
"1000-Piece Puzzle",27.7,Kids,21.33,Mobile,No,"Game Freak","Take-Two Interactive",2021,Sports,No,53.5,Medium,Good,Good,"Disappointing game, but the gameplay is amazing.",Online,7
"Super Mario Odyssey",22,"All Ages",26.45,PC,Yes,"Game Freak",Capcom,2011,RPG,Yes,34.2,High,Excellent,Poor,"Great game, but the graphics could be better.",Offline,7
"PokÃ©mon Scarlet & Violet",42.4,Teens,53.09,PlayStation,Yes,"Game Freak",Nintendo,2015,RPG,No,48,Ultra,Average,Good,"Great game, but the graphics could be better.",Offline,4
"Overwatch 2",18.5,Teens,26.63,"Nintendo Switch",Yes,Capcom,"Electronic Arts",2012,Shooter,Yes,15,Medium,Good,Average,"Solid game, but the graphics could be better.",Online,10
"Rocket League",36,Adults,41.62,PlayStation,Yes,Nintendo,Activision,2016,Strategy,No,45.8,Ultra,Good,Excellent,"Amazing game, but too many bugs.",Online,5
Hades,33.4,Adults,53.82,PlayStation,Yes,"CD Projekt Red","Take-Two Interactive",2023,Sports,Yes,15.7,Medium,Good,Excellent,"Disappointing game, but the graphics could be better.",Offline,5
Hades,42.6,Adults,53.13,PC,No,"Game Freak",Innersloth,2023,RPG,No,50.6,Medium,Good,Excellent,"Great game, but the gameplay is amazing.",Offline,8
"PokÃ©mon Scarlet & Violet",23.8,Teens,23.29,Mobile,No,"Rockstar Games","Take-Two Interactive",2021,RPG,Yes,44.2,Ultra,Poor,Good,"Disappointing game, but the graphics could be better.",Offline,6
"Pillars of Eternity II: Deadfire",24.7,"All Ages",21.72,PC,No,Valve,"Square Enix",2018,Action,Yes,40.1,High,Poor,Poor,"Great game, but the graphics could be better.",Online,1
"Portal 2",26,Teens,22.17,Xbox,Yes,"EA Sports",Nintendo,2011,Simulation,No,51.3,High,Excellent,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,2
"The Elder Scrolls V: Skyrim",19.8,Adults,26.86,PC,Yes,"Game Freak","Epic Games",2012,Fighting,No,19.6,High,Poor,Poor,"Great game, but the gameplay is amazing.",Offline,1
"Tomb Raider (2013)",41.6,Adults,57.06,"Nintendo Switch",No,"Epic Games","Take-Two Interactive",2018,RPG,Yes,38.1,Low,Poor,Good,"Solid game, but too many bugs.",Online,2
"Grand Theft Auto V",22.7,Adults,26.06,"Nintendo Switch",Yes,Valve,"Epic Games",2019,Puzzle,No,26.9,High,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,2
"Mario Kart 8 Deluxe",22.4,Adults,36.54,PlayStation,No,"Rockstar Games","Electronic Arts",2011,Sports,No,20.4,High,Excellent,Poor,"Great game, but the graphics could be better.",Offline,5
"The Witcher 3: Wild Hunt",24.6,"All Ages",25.68,"Nintendo Switch",Yes,Nintendo,Capcom,2015,Shooter,No,33.1,High,Poor,Excellent,"Solid game, but the gameplay is amazing.",Offline,1
"Counter-Strike: Global Offensive",30.4,Teens,52.34,Xbox,No,"Rockstar Games",Activision,2019,RPG,Yes,11,High,Poor,Poor,"Solid game, but the gameplay is amazing.",Online,7
Minecraft,27.8,Teens,25.05,Mobile,No,Capcom,Innersloth,2020,RPG,No,52.6,High,Excellent,Average,"Great game, but too many bugs.",Online,6
"Super Smash Bros. Ultimate",27.7,Teens,50.73,Mobile,No,Innersloth,"Electronic Arts",2013,Puzzle,Yes,8.2,Ultra,Average,Average,"Amazing game, but too many bugs.",Online,8
"Just Dance 2024",37.2,Kids,50.07,"Nintendo Switch",Yes,"CD Projekt Red",Valve,2014,Party,No,37.3,Medium,Average,Average,"Great game, but the gameplay is amazing.",Online,4
"Call of Duty: Modern Warfare 2",29.9,Kids,45.31,PC,Yes,Innersloth,"Take-Two Interactive",2014,Adventure,Yes,23.1,Low,Good,Poor,"Amazing game, but the gameplay is amazing.",Offline,1
"The Legend of Zelda: Breath of the Wild",39.6,Teens,59.4,PlayStation,Yes,Innersloth,Nintendo,2022,RPG,Yes,33.8,Ultra,Poor,Good,"Amazing game, but the graphics could be better.",Offline,3
"Half-Life: Alyx",31.2,"All Ages",44.07,PlayStation,No,"Epic Games",Nintendo,2022,Action,Yes,28.6,Medium,Average,Average,"Disappointing game, but the gameplay is amazing.",Offline,5
"The Legend of Zelda: Breath of the Wild",34,Kids,58.9,Mobile,Yes,Capcom,Valve,2020,Fighting,Yes,20.7,Medium,Average,Average,"Solid game, but the gameplay is amazing.",Offline,5
"Animal Crossing: New Horizons",25.8,Kids,46.5,"Nintendo Switch",No,Nintendo,Activision,2015,Shooter,No,13.1,Low,Poor,Good,"Amazing game, but the graphics could be better.",Online,2
"Stardew Valley",38,Teens,59.14,"Nintendo Switch",No,"Rockstar Games",Capcom,2021,Fighting,Yes,24.9,Low,Poor,Average,"Great game, but the graphics could be better.",Online,8
"FIFA 24",36,Kids,44.72,Xbox,Yes,Capcom,"Electronic Arts",2021,Puzzle,Yes,45.6,Medium,Poor,Poor,"Solid game, but the graphics could be better.",Offline,8
Fortnite,24.9,"All Ages",31.88,Xbox,No,"EA Sports","Square Enix",2013,Strategy,No,30.2,High,Average,Average,"Solid game, but the gameplay is amazing.",Offline,7
"Kingdom Hearts III",27.9,Kids,30.14,PC,No,Valve,Activision,2021,Shooter,Yes,39.2,Low,Excellent,Good,"Amazing game, but the graphics could be better.",Offline,1
"Hitman 3",28.4,Teens,32.58,Mobile,No,"Rockstar Games",Activision,2013,Party,No,43.8,Low,Excellent,Poor,"Amazing game, but the graphics could be better.",Offline,6
"The Elder Scrolls V: Skyrim",12.5,Adults,23.07,PC,No,"Game Freak","Square Enix",2019,Shooter,Yes,7.2,Medium,Excellent,Excellent,"Solid game, but the graphics could be better.",Offline,1
"Portal 2",16.7,Kids,25.61,Xbox,Yes,"Rockstar Games",Capcom,2018,Shooter,No,19,Ultra,Excellent,Average,"Amazing game, but too many bugs.",Offline,3
"1000-Piece Puzzle",27.2,Teens,41.49,PlayStation,Yes,"CD Projekt Red","Take-Two Interactive",2022,Simulation,No,27.7,Medium,Good,Poor,"Amazing game, but too many bugs.",Online,3
"Just Dance 2024",23.6,Kids,27.26,Xbox,No,Valve,Nintendo,2017,Fighting,No,37.9,Medium,Average,Average,"Great game, but too many bugs.",Online,7
"The Witcher 3: Wild Hunt",33.1,Teens,50.99,Xbox,Yes,"Rockstar Games","Epic Games",2014,Simulation,No,20.7,Low,Average,Poor,"Great game, but the gameplay is amazing.",Online,10
"Call of Duty: Modern Warfare 2",27.7,Teens,39.53,"Nintendo Switch",Yes,"Rockstar Games",Capcom,2023,Fighting,No,24.2,Low,Average,Average,"Amazing game, but the gameplay is amazing.",Offline,2
"Stardew Valley",20.9,Adults,28.19,Mobile,No,Nintendo,"Take-Two Interactive",2022,Simulation,No,28.7,Medium,Good,Poor,"Great game, but the gameplay is amazing.",Online,7
"Hitman 3",25.6,Adults,22.24,PlayStation,Yes,Innersloth,Activision,2019,Strategy,No,43.7,Ultra,Poor,Excellent,"Amazing game, but the graphics could be better.",Offline,5
"Among Us",21.3,Adults,21.91,"Nintendo Switch",Yes,Capcom,"Take-Two Interactive",2015,Simulation,Yes,30.8,High,Excellent,Average,"Great game, but the gameplay is amazing.",Offline,2
"1000-Piece Puzzle",24.5,Kids,36.09,Mobile,No,Capcom,Activision,2013,Adventure,No,20.5,Medium,Poor,Average,"Solid game, but the graphics could be better.",Offline,6
"The Elder Scrolls V: Skyrim",25.1,Teens,37.75,"Nintendo Switch",No,"CD Projekt Red","Electronic Arts",2023,Strategy,No,27,Low,Poor,Poor,"Amazing game, but too many bugs.",Online,6
"Super Smash Bros. Ultimate",32.6,Teens,31.74,Xbox,No,Innersloth,Nintendo,2018,Adventure,Yes,49.7,Ultra,Good,Good,"Solid game, but the graphics could be better.",Online,2
"Call of Duty: Modern Warfare 2",31.8,Teens,40.05,"Nintendo Switch",Yes,Capcom,"Epic Games",2022,RPG,No,45.3,Low,Average,Poor,"Amazing game, but too many bugs.",Offline,3
"Street Fighter V",34.9,Kids,56.5,Mobile,No,"Rockstar Games",Activision,2022,Sports,Yes,22,Low,Average,Good,"Amazing game, but the gameplay is amazing.",Offline,6
"Grand Theft Auto V",20.8,Adults,30.14,PlayStation,Yes,Valve,Nintendo,2019,Sports,Yes,16.3,Medium,Average,Good,"Solid game, but too many bugs.",Offline,8
"The Witcher 3: Wild Hunt",31.9,Kids,30.3,Xbox,Yes,Nintendo,Capcom,2013,Action,Yes,54.7,High,Good,Average,"Amazing game, but the gameplay is amazing.",Offline,4
"The Sims 4",19.7,Teens,31.55,"Nintendo Switch",Yes,"Game Freak",Capcom,2018,Sports,No,18.5,High,Excellent,Average,"Disappointing game, but the gameplay is amazing.",Online,7
"The Elder Scrolls V: Skyrim",39.9,Adults,52.17,PlayStation,Yes,"CD Projekt Red",Nintendo,2015,Puzzle,Yes,47.6,High,Good,Excellent,"Solid game, but too many bugs.",Online,8
