incident_number,exposure_number,id,address,incident_date,call_number,alarm_dttm,arrival_dttm,close_dttm,city,zipcode,battalion,station_area,box,suppression_units,suppression_personnel,ems_units,ems_personnel,other_units,other_personnel,first_unit_on_scene,estimated_property_loss,estimated_contents_loss,fire_fatalities,fire_injuries,civilian_fatalities,civilian_injuries,number_of_alarms,primary_situation,mutual_aid,action_taken_primary,action_taken_secondary,action_taken_other,detector_alerted_occupants,property_use,area_of_fire_origin,ignition_cause,ignition_factor_primary,ignition_factor_secondary,heat_source,item_first_ignited,human_factors_associated_with_ignition,structure_type,structure_status,floor_of_fire_origin,fire_spread,no_flame_spread,number_of_floors_with_minimum_damage,number_of_floors_with_significant_damage,number_of_floors_with_heavy_damage,number_of_floors_with_extreme_damage,detectors_present,detector_type,detector_operation,detector_effectiveness,detector_failure_reason,automatic_extinguishing_system_present,automatic_extinguishing_sytem_type,automatic_extinguishing_sytem_perfomance,automatic_extinguishing_sytem_failure_reason,number_of_sprinkler_heads_operating,supervisor_district,neighborhood_district,point,data_as_of,data_loaded_at
8016087,0,80160870,1392 Mcallister Street,2008-02-20,80510209,2008-02-20 14:14:47,2008-02-20 14:18:49,2008-02-20 14:19:44,San Francisco,94115.0,B05,5,4443,3,10,0,0,0,0,E05,50.0,50.0,0,0,0,0,1,"743  -  Smoke detector, no fire, accidental",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,5.0,Western Addition,"-122.43484802, 37.77847352",2008-02-20 14:32:35,2025-06-01 02:18:08
8016088,0,80160880,1 Sf Intl Airport,2008-02-20,80510211,2008-02-20 13:52:32,2008-02-20 13:55:45,2008-02-20 14:25:10,San Francisco International Airport area,94128.0,B09,A2,4443,3,8,0,0,1,1,AP,50.0,50.0,0,0,0,0,1,735  -  Alarm system sounded due to malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,974  -  Aircraft loading area,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,3.0,Mission,"-122.38416, 37.616901",2008-02-20 21:48:55,2025-06-01 02:18:08
8016089,0,80160890,531 Fillmore Street,2008-02-20,80510212,2008-02-20 14:22:58,2008-02-20 14:28:14,2008-02-20 14:34:44,San Francisco,94102.0,B05,5,4443,2,4,1,2,1,2,E05,5.0,5.0,0,0,0,0,1,131  -  Passenger vehicle fire,Mutual aid received,21  -  Search,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,UUU  -  Undetermined,00  -  Other,U  -  Cause undetermined after investigation,NN  -  None,,UU  -  Undetermined,UU  -  Undetermined,N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,5.0,Hayes Valley,"-122.43120695, 37.77440608",2008-02-20 15:19:01,2025-06-01 02:18:08
8016092,0,80160920,2815 Pacific Avenue,2008-02-20,80510220,2008-02-20 14:50:32,2008-02-20 14:56:44,2008-02-20 15:04:12,San Francisco,94123.0,B04,10,4443,3,11,0,0,0,0,E38,50.0,50.0,0,0,0,0,1,"700  -  False alarm or false call, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,2.0,Pacific Heights,"-122.44174, 37.792389",2008-02-20 15:24:48,2025-06-01 02:18:08
8016099,0,80160990,California Street / Jordan Avenue,2008-02-20,80510229,2008-02-20 15:17:29,2008-02-20 15:22:39,2008-02-20 15:25:15,San Francisco,94115.0,B07,10,4443,2,6,0,0,0,0,E10,50.0,50.0,0,0,0,0,1,324  -  Motor vehicle accident with no injuries.,Mutual aid received,33  -  Provide advanced life support (ALS),86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,963  -  Street or road in commercial area,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,2.0,Presidio Heights,"-122.456963, 37.785962",2008-02-20 20:06:39,2025-06-01 02:18:08
8016100,0,80161000,1850 Ocean Avenue,2008-02-20,80510230,2008-02-20 15:21:44,2008-02-20 15:25:45,2008-02-20 15:36:41,San Francisco,94112.0,B09,15,4443,3,10,0,0,0,0,E15,50.0,50.0,0,0,0,0,1,745  -  Alarm system sounded/no fire - accidental,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"121  -  Ballroom, gymnasium","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,7.0,West of Twin Peaks,"-122.461938, 37.725254",2008-02-20 18:24:16,2025-06-01 02:18:08
8016106,0,80161060,335 Paris Street,2008-02-20,80510237,2008-02-20 15:40:22,2008-02-20 15:44:15,2008-02-20 16:01:18,San Francisco,94112.0,B09,43,4443,11,33,0,0,0,0,T15,1000.0,1000.0,0,0,0,0,1,111  -  Building fire,Mutual aid received,"10  -  Fire, other",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"26  -  Laundry area, wash house (laundry)",U  -  Cause undetermined after investigation,UU  -  Undetermined,,UU  -  Undetermined,"30  -  Soft goods, wearing apparel, other",N  -  None,5  - Tent,2  - In normal use,0.0,"32  - Bedding; blanket, sheet, comforter",1,0.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,11.0,Excelsior,"-122.43358, 37.723341",2008-02-21 06:59:25,2025-06-01 02:18:08
8016108,0,80161080,3600 20th Street,2008-02-20,80510240,2008-02-20 15:42:46,2008-02-20 15:46:20,2008-02-20 16:02:22,San Francisco,94110.0,B06,7,4443,10,35,0,0,0,0,E07,50.0,20.0,0,0,0,0,1,"113  -  Cooking fire, confined to container",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,U  -  Unknown,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,"10  -  Heat from powered equipment, other","76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,9.0,Mission,"-122.42160813, 37.75870599",2008-02-20 22:31:53,2025-06-01 02:18:08
8016114,0,80161140,420 Jones Street,2008-02-20,80510247,2008-02-20 16:10:17,2008-02-20 16:13:15,2008-02-20 16:48:58,San Francisco,94102.0,B03,3,4443,9,34,0,0,0,0,E03,1500.0,50.0,0,0,0,0,1,111  -  Building fire,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,21  -  Bedroom - <5 persons; inc. jail or pris,2  -  Unintentional,11  -  Abandoned or discarded materials or p,,61  -  Cigarette,"31  -  Mattress, pillow",2  -  Possibly impaired by alcohol or drugs,1  - Enclosed building,2  - In normal use,3.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,1  - Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,1.0,5.0,Tenderloin,"-122.412742, 37.785091",2008-02-20 19:27:25,2025-06-01 02:18:08
8016119,0,80161190,50 Laguna Street,2008-02-20,80510256,2008-02-20 16:28:16,2008-02-20 16:33:51,2008-02-20 16:50:36,San Francisco,94114.0,B02,36,4443,1,5,0,0,0,0,T06,50.0,50.0,0,0,0,0,1,353  -  Removal of victim(s) from stalled elev.,Mutual aid received,52  -  Forcible entry,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,8.0,Hayes Valley,"-122.425113, 37.771187",2008-02-20 17:30:18,2025-06-01 02:18:08
8016128,0,80161280,1005 Market Street,2008-02-20,80510264,2008-02-20 16:41:02,2008-02-20 16:49:51,2008-02-20 16:54:30,San Francisco,94102.0,B03,1,4443,3,11,0,0,0,0,B02,50.0,50.0,0,0,0,0,1,"710  -  Malicious, mischievous false call, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,161  -  Restaurant or cafeteria,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,6.0,South of Market,"-122.410374, 37.78207",2008-02-20 19:29:13,2025-06-01 02:18:08
8016129,0,80161290,11 Concord Street,2008-02-20,80510265,2008-02-20 16:47:14,2008-02-20 16:54:05,2008-02-20 16:58:53,San Francisco,94112.0,B09,43,4443,11,33,0,0,0,0,E15,50.0,50.0,0,0,0,0,1,"710  -  Malicious, mischievous false call, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,11.0,Excelsior,"-122.44299258, 37.71370177",2008-02-21 07:03:06,2025-06-01 02:18:08
8016132,0,80161320,50 Crisp Avenue,2008-02-20,80510268,2008-02-20 16:57:26,2008-02-20 17:04:06,2008-02-20 17:08:36,San Francisco,94124.0,B10,17,4443,3,10,0,0,0,0,E17,50.0,50.0,0,0,0,0,1,"700  -  False alarm or false call, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,629  -  Laboratory or science lababoratory,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,10.0,Bayview Hunters Point,"-122.372959, 37.725903111",2008-02-20 17:43:07,2025-06-01 02:18:08
8016149,0,80161490,30 Sycamore Street,2008-02-20,80510286,2008-02-20 18:37:48,2008-02-20 18:43:55,2008-02-20 18:57:20,San Francisco,94102.0,B02,7,4443,3,9,0,0,0,0,T07,50.0,50.0,0,0,0,0,1,734  -  Heat detector activation/malfunction,Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,9.0,Mission,"-122.420097, 37.762742",2008-02-20 19:31:44,2025-06-01 02:18:08
8016156,0,80161560,2 Bayside Village Place,2008-02-20,80510293,2008-02-20 18:53:37,2008-02-20 18:59:35,2008-02-20 19:13:13,San Francisco,94105.0,B03,8,4443,3,10,0,0,0,0,B03,50.0,50.0,0,0,0,0,1,"740  -  Unintentional alarm, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,6.0,Financial District/South Beach,"-122.390317, 37.78408",2008-02-20 22:14:35,2025-06-01 02:18:08
8016157,0,80161570,1150 Turk Street,2008-02-20,80510295,2008-02-20 18:56:48,2008-02-20 19:01:56,2008-02-20 19:08:00,San Francisco,94115.0,B02,5,4443,3,10,0,0,0,0,E05,50.0,1.0,0,0,0,0,1,"113  -  Cooking fire, confined to container",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,419  -  1 or 2 family dwelling,"24  -  Cooking area, kitchen",2  -  Unintentional,UU  -  Undetermined,,00  -  Heat source: other,"00  -  Item First Ignited, Other",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,5.0,Western Addition,"-122.42812423, 37.78148613",2008-02-23 12:55:40,2025-06-01 02:18:08
8016159,0,80161590,21st Street / Bryant Street,2008-02-20,80510297,2008-02-20 19:07:07,2008-02-20 19:11:51,2008-02-20 20:08:12,San Francisco,94110.0,B06,7,4443,2,5,0,0,0,0,E07,50.0,50.0,0,0,0,0,1,321  -  EMS excluding veh. accident w/injuries,Mutual aid received,33  -  Provide advanced life support (ALS),86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"960  -  Street, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,9.0,Mission,"-122.40959, 37.757594",2008-02-20 22:26:17,2025-06-01 02:18:08
8016165,0,80161650,50 Beale Street,2008-02-20,80510303,2008-02-20 19:18:00,2008-02-20 19:25:52,2008-02-20 19:28:14,San Francisco,94104.0,B03,13,4443,1,5,0,0,0,0,T13,50.0,50.0,0,0,0,0,1,"331  -  Lock - in (if lock out , use 511 )",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,"000  -  Property Use, other","24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,6.0,Financial District/South Beach,"-122.396663, 37.79173",2008-05-12 12:11:45,2025-06-01 02:18:08
8016172,0,80161720,1701 Sunnydale Avenue,2008-02-20,80510314,2008-02-20 19:51:50,2008-02-20 19:59:44,2008-02-20 20:05:00,San Francisco,94112.0,B09,43,4443,1,4,0,0,0,0,E43,50.0,50.0,0,0,0,0,1,"550  -  Public service assistance, other",Mutual aid received,"22  -  Rescue, remove from harm",86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,10.0,Visitacion Valley,"-122.418396, 37.712314",2008-11-01 23:48:10,2025-06-01 02:18:08
8016174,0,80161740,Gough Street / Page Street,2008-02-20,80510316,2008-02-20 19:55:24,2008-02-20 20:02:16,2008-02-20 20:12:03,San Francisco,94102.0,B02,36,4443,3,9,0,0,0,0,B02,50.0,50.0,0,0,0,0,1,"740  -  Unintentional alarm, other",Mutual aid received,86  -  Investigate,86  -  Investigate,86  -  Investigate,1  -  Detector alerted occupants,429  -  Multifamily dwellings,"24  -  Cooking area, kitchen",2  -  Unintentional,53  -  Equipment unattended,,81  -  Heat; direct flame or convection,"76  -  Cooking materials, inc. Edible materi",N  -  None,1  - Enclosed building,2  - In normal use,1.0,"32  - Bedding; blanket, sheet, comforter",1,1.0,0.0,0.0,0.0,1  - Present,1  - Smoke,2  - Detector operated,"1  - Alerted occupants, occupants responded",5  - Battery missing or disconnected,N  - None Present,1  - Wet - pipe sprinkler,1  - System operated and was effective,U  - Undetermined,0.0,6.0,Hayes Valley,"-122.422408, 37.774084",2008-02-20 21:03:21,2025-06-01 02:18:08
